,genres,artist_popularity
Charlie Klarsfeld,[],17
Borislav Slavov,"['scorecore', 'video game music']",47
dodie,"['alt z', 'indie pop', 'pop']",61
The Human League,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']",60
Casey Veggies,"['underground hip hop', 'west coast trap']",52
jesse saint john,[],8
Y.V.E. 48,"['deep house', 'deep tropical house', 'new french touch', 'pop dance', 'tropical house']",61
Chris Warner,[],24
CG5,"['dream smp', 'fnaf', 'fnf', 'otacore']",63
Wiwek,"['bass trap', 'brostep', 'electro house', 'electronic trap', 'moombahton']",45
Mariya Takeuchi,"['classic city pop', 'idol kayo', 'j-pop', 'japanese singer-songwriter']",56
Gabe 'Nandez,[],26
Theo Katzman,['retro soul'],46
Westend Jazz Trio,['background jazz'],23
Lou From Paradise,['nyc rap'],29
Brasstracks,"['indie soul', 'nyc pop']",52
SONIKKU,"['electropop', 'escape room']",33
xxyyxx,['wonky'],39
ROLE MODEL,"['bedroom pop', 'pop']",61
l'eupe,['focus beats'],37
Jaden Berry,[],44
Frog,[],32
Quinn XCII,"['electropop', 'indie pop rap', 'pop', 'pop rap']",65
Johnny Rain,['trap soul'],42
Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'pop', 'rap']",81
Steve Oliver,['smooth jazz'],38
Planet 1999,"['art pop', 'escape room', 'hyperpop']",36
Saint Ivory,[],26
Amelia Moore,['alt z'],49
Mountain Man,"['indie folk', 'indie pop', 'north carolina indie', 'north carolina roots', 'vermont indie']",43
EARTH TO EMILY,[],12
Mister Wallace,['escape room'],3
D-Fence,['uptempo hardcore'],49
Andreya Triana,"['british soul', 'neo soul', 'ninja']",50
G Mills,"['chillhop', 'lo-fi beats']",48
Atlantic Five Jazz Band,[],46
Ab-Soul,"['alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",57
Monty Datta,"['lo-fi chill', 'sad lo-fi']",56
Vida,[],38
Snail's House,"['future bass', 'kawaii future bass']",52
illiterate,['chillhop'],42
Liz Huett,[],27
Obongjayar,"['experimental r&b', 'nigerian pop']",50
Limi,[],46
Dylan C,[],0
$ilkMoney,['underground hip hop'],51
Zack Hemsey,"['epicore', 'scorecore']",50
SpoonBeats,['focus beats'],42
Kreambeat,['chillhop'],0
Ben Prunty,"['indie game soundtrack', 'video game music']",44
Amandla Stenberg,[],39
Soft Eyez,"['focus beats', 'lo-fi rap']",34
Kirko Bangz,"['dirty south rap', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",50
Semiset,[],20
The Decemberists,"['alternative rock', 'anti-folk', 'baroque pop', 'canadian indie', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'pop rock', 'stomp and holler']",53
DOOPEES,"['collage pop', 'shibuya-kei']",27
I Experienced Love,[],8
Ace of Base,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'pop rock']",62
Mercer,[],42
gabocarina96,[],28
James Currier,[],27
The Maccabees,"['alternative dance', 'british indie rock', 'english indie rock', 'indie rock', 'modern rock', 'new rave', 'rock']",49
Epic Rap Battles of History,"['antiviral pop', 'comic']",52
ksrmr,[],3
7apes,['lo-fi jazzhop'],29
McKinley Dixon,['rva indie'],23
Caravan Palace,"['electro swing', 'nu jazz']",59
Black Dresses,"['escape room', 'hyperpop']",47
Draper,"['chillstep', 'complextro', 'edm', 'electro house', 'future bass', 'gaming edm', 'melodic dubstep', 'pop edm']",36
Discandy,[],18
Moon Laika,['background music'],37
Jhameel,['shimmer pop'],39
Stela Cole,"['alt z', 'electropop', 'pop', 'social media pop']",57
Creed,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rock']",66
Divide The Day,[],37
Spud Cannon,['bubblegrunge'],27
CrazyGroupTrio,"['otacore', 'scorecore', 'vgm instrumental']",33
EVVY,"['indie electropop', 'indie poptimism']",23
Lo Lind,[],7
Max Wilman,[],30
Julietta,['vapor soul'],34
Sleepy Tom,[],53
Addict.,"['lo-fi chill', 'sad lo-fi', 'sad rap']",46
Just Jack,['uk alternative pop'],46
JORDANN,"['bedroom pop', 'indie r&b']",44
Ill Addicts,['boston hip hop'],25
nosubject,['focus beats'],28
EHLE,['alt z'],40
Kaneko Ayano,"['j-indie', 'j-rock', 'japanese alternative rock', 'japanese indie pop', 'japanese indie rock']",48
Alley Boy,"['atl trap', 'southern hip hop', 'trap']",26
Hannah Diamond,"['art pop', 'escape room', 'hyperpop', 'proto-hyperpop']",38
Swingrowers,"['electro swing', 'nu jazz']",41
Mavi Phoenix,"['austrian indie', 'austrian pop']",31
Josiah McDaniel,[],27
Aqua,"['bubblegum dance', 'dance pop', 'eurodance', 'europop']",61
With You.,['escape room'],25
Leon Bridges,['modern blues'],71
Blanco Brown,"['black americana', 'country rap']",58
Atomic Kitten,"['bubblegum dance', 'candy pop', 'dance pop', 'europop', 'girl group', 'post-teen pop']",56
COSIMA,[],28
E-Dubble,"['indie pop rap', 'pop rap']",47
Queen,"['classic rock', 'glam rock', 'rock']",84
Napoleon Gold,['luxembourgian pop'],8
Cowode,[],32
Blue Wednesday,"['chillhop', 'lo-fi beats']",55
Jennifer Lopez,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",75
Dana Williams,['la pop'],48
Pip the Pansy,['indie electropop'],21
Sebastian Reynoso,[],31
Slightly Faded,[],4
Ray Parker Jr.,['disco'],59
Terror Jr,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'metropopolis', 'pop']",45
Surfaces,"['bedroom soul', 'pop']",68
Cub Sport,"['australian indie', 'australian indie rock', 'australian pop', 'brisbane indie']",52
THE ANXIETY,['modern alternative pop'],62
Grynpyret,"['future bass', 'kawaii future bass']",18
Sir Babygirl,"['bubblegrunge', 'new hampshire indie']",32
Sam Smith,"['dance pop', 'pop', 'uk pop']",88
Andy Williams,"['adult standards', 'brill building pop', 'easy listening']",70
Nick Mitdemkopf,"['german boom bap', 'german jazz rap', 'jazz boom bap']",25
David Benoit,['smooth jazz'],46
Joey Purp,"['chicago rap', 'indie hip hop', 'underground hip hop']",51
Ruby Yacht,['experimental hip hop'],17
Funk Andrews,"['focus beats', 'lo-fi jazzhop']",27
The Brazen Youth,['connecticut indie'],40
Tovani,[],22
JDM Global,[],27
Party in the Hills,[],16
Ariel Pink,"['art pop', 'chillwave', 'dream pop', 'experimental pop', 'indie garage rock', 'la indie', 'neo-psychedelic', 'new weird america']",50
Soul Glo,['scream rap'],35
Friedberg,['austrian indie'],36
AstroLogical,[],22
Kississippi,"['bubblegrunge', 'diy emo', 'indie pop', 'philly indie', 'small room']",37
Of Monsters and Men,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",67
Moods,"['chillhop', 'indie soul', 'new french touch', 'vapor twitch']",48
SVND,[],5
Steve Luke & Holloway,[],44
Havelock,['modern indie pop'],33
Beach Fossils,"['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie garage rock', 'indie rock', 'indie surf', 'popgaze', 'shoegaze']",57
Ambjaay,"['cali rap', 'viral rap']",39
ManyFew,['deep groove house'],48
Fijibottlelean,['trap queen'],0
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",87
Lizzie Reid,['scottish singer-songwriter'],36
Tosho,['focus beats'],28
Tenille Townes,"['alberta country', 'contemporary country', 'country', 'country pop']",53
Middle Class Fashion,['stl indie'],4
TEK.LUN,"['future bass', 'vapor twitch']",29
Gnarls Barkley,"['atl hip hop', 'neo soul']",64
Maisie Peters,"['alt z', 'pop', 'post-teen pop', 'uk pop']",65
Billy Joel,"['classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",75
Ollie MN,['indie pop'],50
Skylar Spence,"['future funk', 'vaporwave']",42
Jigitz,[],20
YELLOW MAGIC ORCHESTRA,"['classic j-rock', 'electro', 'proto-techno', 'shibuya-kei', 'synthesizer', 'techno kayo', 'zolo']",44
Carl Smith,['honky tonk'],28
Creedence Clearwater Revival,"['classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",77
Curtis Waters,[],52
Greentea Peng,"['alternative r&b', 'indie soul', 'uk alternative hip hop', 'uk contemporary r&b']",56
Tank,"['pop r&b', 'r&b', 'urban contemporary']",57
Sylmar,['cincinnati indie'],16
Vegyn,"['electronica', 'experimental hip hop']",47
Bria,[],3
JAY VANILLA,['lo-fi jazzhop'],41
Anita Rosswell,[],34
Sátyr,"['lo-fi beats', 'lo-fi jazzhop']",55
Macy Gray,['neo soul'],59
Alfie Templeman,['modern alternative pop'],58
Kipper Snack,[],8
Tim Burnelis,[],26
Rafa Rodriguez,[],29
mamerico,['japanese indie folk'],40
valentina cy,['gen z singer-songwriter'],29
Vertex,[],35
Stephen Kummer,[],38
The Seventh,[],11
BBY KODIE,[],43
Olivia Kuper Harris,[],27
Doug Carroll,[],26
Erin McKeown,"['anti-folk', 'ectofolk', 'folk', 'lilith', ""women's music""]",26
Wünsche,[],35
Urushi,[],42
Cats Millionaire,['indietronica'],21
Harriette,[],51
The Red Jumpsuit Apparatus,"['pop punk', 'pop rock', 'screamo']",61
YUNGCYBERPRINCESS,['sigilkore'],27
Xavier Omär,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'r&b', 'trap soul']",53
Juan Magán,"['electro latino', 'latin pop', 'reggaeton', 'trap latino']",67
ILLENIUM,"['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",72
George Ezra,"['folk-pop', 'neo-singer-songwriter']",73
Elshay,[],24
meganeko,"['chiptune', 'speedrun']",43
IAN SWEET,"['bubblegrunge', 'indie pop', 'small room']",29
HA,[],10
DJ Scheme,"['dark trap', 'meme rap', 'underground hip hop', 'vapor trap', 'viral rap']",62
Benny Sings,"['dutch pop', 'indie soul']",62
Regina Spektor,"['indie pop', 'lilith', 'piano rock']",61
Black Flag,"['alternative rock', 'california hardcore', 'hardcore punk', 'punk']",48
Sabrina Carpenter,"['alt z', 'dance pop', 'pop', 'post-teen pop']",74
Jonas Munk Lindbo,"['lo-fi vgm', 'undertale']",36
Strewing,[],22
NewDad,['irish indie rock'],41
Alcynoos,"['chillhop', 'jazz boom bap', 'lo-fi jazzhop']",35
Vicetone,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",63
Lexie,['small room'],17
Knxwledge,"['abstract beats', 'alternative hip hop', 'alternative r&b', 'hip hop', 'indie soul', 'underground hip hop', 'wonky']",61
KTZ Players,['background jazz'],46
Delia Gonzalez,[],5
Handbook,"['abstract beats', 'chillhop', 'jazz boom bap', 'lo-fi jazzhop']",44
Hanz,['chillhop'],42
Lil Skies,"['melodic rap', 'rap', 'trap']",69
ohbliv,"['abstract beats', 'wonky']",28
Marianas Trench,"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",55
Lydian Collective,['uk contemporary jazz'],33
Chapterhouse,"['dream pop', 'dreamgaze', 'dreamo', 'nu gaze', 'reading indie', 'shoegaze']",33
Lachlan Wright Trio,['background jazz'],47
Finding Hope,"['chill r&b', 'pop']",54
X96,[],17
11:11,"['canadian contemporary r&b', 'indie r&b', 'pop r&b', 'r&b', 'trap soul']",44
Yami/Hikari,[],20
Blue Hawaii,"['art pop', 'chillwave', 'electropop', 'escape room', 'quebec indie']",44
Olukara,[],25
SONTALK,['nashville indie'],16
KIDDO,['scandipop'],64
Matt Champion,['bedroom pop'],41
Loote,"['alt z', 'dance pop', 'electropop', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",60
Vianney,['french pop'],61
AnimationStation,[],34
ZURI,[],3
Kyle Dion,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'pop', 'r&b']",51
No Suits,"['indie r&b', 'la pop']",42
Billy Dean Thomas,"['boston hip hop', 'lgbtq+ hip hop']",15
jarjarjr,['lo-fi rap'],34
Bensa Beats,[],5
Fuyu,[],36
Cao White,[],41
Andrea Bocelli,"['classical tenor', 'italian tenor', 'operatic pop']",68
Gully Boys,['minneapolis indie'],27
ZHU,"['edm', 'electro house']",64
Indila,['french pop'],68
Loop Bandit,[],2
Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",71
MrSuicideSheep,[],18
The Moon Baby,[],3
Murky,[],4
Plain White T's,"['neo mellow', 'pop punk', 'pop rock']",63
Grizzly Bear,"['alternative dance', 'art pop', 'baroque pop', 'brooklyn indie', 'chillwave', 'dream pop', 'indie rock', 'modern rock', 'new weird america', 'stomp and holler']",55
Prism Age,[],15
1 800 PAIN,['glitchbreak'],41
Evergreen,[],18
Rose Tint,[],7
The Lumineers,"['folk-pop', 'pop', 'stomp and holler']",76
Apathii,[],0
HIYU,[],23
Urchin,['ambient fusion'],10
Mark Roswell Trio,['background jazz'],45
HariboY,['focus beats'],31
River Tiber,"['alternative r&b', 'indie r&b', 'indie soul']",47
mei ehara,['j-indie'],38
Rainy Miller,[],17
XKYLAR,[],22
Exmiranda,"['indie hip hop', 'toronto rap']",22
Chris Rea,"['album rock', 'art rock', 'blues rock', 'classic rock', 'mellow gold', 'soft rock', 'sophisti-pop']",64
in the winter dawn,['slowed and reverb'],0
Desiire,[],30
Carlos Vives,"['champeta', 'colombian pop', 'latin pop', 'tropical', 'vallenato']",73
yungmiku,[],4
Jazmin Bean,"['indie pop', 'viral rap']",53
Brutus VIII,[],22
Dexys Midnight Runners,"['new romantic', 'new wave', 'new wave pop']",60
billy woods,"['abstract hip hop', 'alternative hip hop', 'escape room']",46
Barbara Lewis,"['brill building pop', 'classic soul', 'rhythm and blues', 'soul', 'southern soul']",42
Joyce Wrice,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'r&b']",51
Basenji,['australian electropop'],36
The Police,"['album rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock']",74
DeVita,['korean r&b'],60
Kings of Convenience,"['bergen indie', 'melancholia', 'norwegian indie']",60
boxboys,[],38
Coastal,[],30
Kye Russoul,[],15
Epic Mountain,['video game music'],42
Lofi u,[],24
MOSSS,"['chill pop', 'indie r&b', 'vapor soul']",40
Mercury,[],30
Rohan Adiyodi,[],27
リアムMAZE1981,[],0
Left Brain,[],33
Somme,[],26
Violents,['springfield mo indie'],29
Coldplay,"['permanent wave', 'pop']",88
Ichiko Aoba,['j-acoustic'],56
J'von,['seattle hip hop'],19
Dust Collectors,[],0
mar|co,[],5
Illustrus,[],8
Jebroer,"['nederlandse hardstyle', 'tekk']",58
KLIM,"['jazz boom bap', 'lo-fi jazzhop']",46
Sixpence None The Richer,"['neo mellow', 'pop rock']",61
Senoy,[],25
Morgan Saint,['nyc pop'],33
Bellorage,[],2
Leo the Kid,[],18
Jack Be,['lo-fi beats'],36
Oingo Boingo,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']",55
Willowdale,[],42
Alvaro Soler,['latin pop'],67
Shalfi,[],30
Ansel Elgort,[],50
j ember,['toronto indie'],39
Krylic.,[],13
Passion Pit,"['alternative dance', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",57
HMLTD,['london indie'],35
Tash Sultana,['australian reggae fusion'],61
Starbomb,"['antiviral pop', 'comic', 'minecraft', 'otacore']",45
Dan Salvato,[],44
Dan + Shay,"['contemporary country', 'country', 'country road', 'pop']",71
Oribu,"['focus beats', 'lo-fi beats']",27
Special EFX,['progressive jazz fusion'],30
John K,"['electropop', 'pop', 'post-teen pop']",62
flor,"['electropop', 'indie poptimism', 'metropopolis', 'modern alternative rock', 'modern rock']",49
Biyo,[],17
Emmalyn,"['canadian contemporary r&b', 'canadian pop']",25
The Holydrug Couple,"['indie garage rock', 'neo-psychedelic', 'psicodelia chilena']",44
Animal Band,[],12
Tru,[],36
BLKNZ,[],9
Thorax,"['dark hardcore', 'gabba']",33
LMSY,[],0
Johnny Goth,['bedroom pop'],49
Oliver Heldens,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",69
JTReal,['hip hop quebecois'],19
Token,"['boston hip hop', 'pop rap']",53
Slushii,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance', 'pop edm']",54
Ada Rook,[],32
LUCHS,"['background music', 'compositional ambient', 'focus']",47
Chuck Sutton,['future bass'],34
Jacob Gurevitsch,['danish modern jazz'],46
Primus,"['alternative metal', 'alternative rock', 'comic', 'funk metal', 'funk rock', 'nu metal', 'rap rock', 'rock']",57
Hot Chelle Rae,"['dance pop', 'dance rock', 'pop', 'pop rock', 'post-teen pop']",57
Lil Noodle,[],37
The Dave Brubeck Quartet,"['bebop', 'jazz', 'jazz quartet']",54
The Wild Reeds,"['deep new americana', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']",42
Peggy Gou,"['electra', 'float house']",58
Papaya & Friends,[],15
Fresh Hex,[],14
Yardhaus,[],24
Elliot Holmes,[],21
.Uzu,['focus beats'],31
Getter Jaani,['estonian pop'],42
Dumbo Gets Mad,"['indie garage rock', 'neo-psychedelic', 'psychedelic pop']",42
dacelynn,['modern indie pop'],44
Aidries,[],1
Asal Hazel,[],22
Gavin Turek,['pop soul'],39
The Game,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",73
Oberhofer,['brooklyn indie'],43
Green Trio,[],46
HoHenh,[],9
Tim McGraw,"['contemporary country', 'country', 'country road']",70
sayk_,[],30
The Chicks,"['country', 'country dawn', 'pop']",65
Neiko,[],14
BEAUZ,"['pop dance', 'pop edm']",59
Jaewynn,['trap queen'],22
Jerry Paper,"['experimental pop', 'indie garage rock']",39
Royal & the Serpent,"['alt z', 'electropop', 'indie electropop', 'modern alternative pop', 'social media pop', 'viral rap']",63
Ne-Yo,"['dance pop', 'pop', 'urban contemporary']",77
Kalbells,[],24
Monét X Change,['strut'],28
Emma Gatsby,['indie electropop'],24
Kid Kio,[],48
GRANT,['swedish pop'],49
Ally Brooke,['post-teen pop'],48
Kasbo,"['edm', 'electropop', 'future bass', 'pop dance', 'pop edm', 'swedish electropop', 'tropical house', 'vapor soul', 'vapor twitch']",53
DJ Leonardo Rafael,[],24
black midi,"['art pop', 'indie rock', 'modern rock', 'noise rock', 'uk noise rock', 'uk post-punk revival']",50
Eve,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'r&b', 'rap', 'urban contemporary']",66
Mr.Tree,['lo-fi rap'],42
davOmakesbeats,['escape room'],16
First Aid Kit,"['swedish americana', 'swedish country']",64
Jay Park,"['k-pop', 'k-rap', 'korean r&b', 'pop']",66
Slutever,"['bubblegrunge', 'indie punk', 'riot grrrl']",39
박혜진 Park Hye Jin,['korean dream pop'],43
Hudson Harris & Haim,"['background jazz', 'christmas instrumental']",48
Wu-Lu,"['chamber psych', 'experimental hip hop']",33
Tony Thriller,"['lo-fi chill', 'sad lo-fi']",40
K-Klass,"['classic house', 'diva house', 'hardcore techno', 'hip house', 'vocal house']",43
kyoshi,[],45
Blaise Eldred,[],14
Modern English,"['new romantic', 'new wave', 'new wave pop', 'post-punk', 'synthpop']",49
Sonder,['r&b'],66
GFOTY,"['escape room', 'hyperpop', 'pink noise', 'proto-hyperpop']",33
Moontype,[],24
Vivian Green,"['contemporary r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",40
Femme It Forward,['indie r&b'],36
ODIE,['canadian contemporary r&b'],61
Luciano Pavarotti,"['canzone napoletana', 'classical tenor', 'italian tenor', 'opera']",61
JayEss,[],0
Semma,['indie electropop'],7
The Scary Jokes,"['indie pop', 'new jersey indie']",45
Calvin TDC,[],14
Bobby Raps,"['emo rap', 'minnesota hip hop', 'underground hip hop']",47
Ani DiFranco,"['anti-folk', 'buffalo ny indie', 'ectofolk', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter', ""women's music""]",46
Alanis Morissette,"['canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']",66
Jack Stauber's Micropop,"['indie pop', 'weirdcore']",65
Red Sea,"['atlanta indie', 'experimental indie']",4
Linked Horizon,[],17
Cedar Wright,[],42
Peter Bjorn and John,"['alternative dance', 'baroque pop', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'stomp and holler', 'swedish alternative rock', 'swedish indie pop']",58
ROB.B,[],1
1-800-lost,[],25
The Blaze,"['electronica', 'new french touch']",62
Outer Limits Recordings,['vaporwave'],26
FØNX,['uk contemporary r&b'],8
Dawin,['nyc pop'],50
Siya,"['lgbtq+ hip hop', 'trap queen']",34
LSDXOXO,"['alternative r&b', 'deconstructed club', 'electropop', 'escape room', 'vogue']",39
015B,"['classic k-pop', 'k-indie', 'k-rock', 'korean electropop', 'korean pop']",41
Flo Perlin,[],30
Dan Nimmer Trio,['jazz trio'],21
JR JR,"['indie poptimism', 'indie rock', 'modern rock', 'shimmer pop', 'stomp and holler']",43
